"","code_muni","abbrev_state"
"1147",2204303,"PI"
"1148",4113452,"PR"
"1149",1502400,"PA"
"1150",4301602,"RS"
"1151",3509700,"SP"
"1152",4311809,"RS"
"1153",4303509,"RS"
"1154",2507002,"PB"
"1155",1506500,"PA"
"1156",4209003,"SC"
"1157",4207304,"SC"
"1158",4125506,"PR"
"1159",3524402,"SP"
"1160",2311959,"CE"
"1161",3300209,"RJ"
"1162",3526803,"SP"
"1163",4111803,"PR"
"1164",4218202,"SC"
"1165",2311702,"CE"
"1166",5100201,"MT"
"1167",3301405,"RJ"
"1168",3305307,"RJ"
"1169",4107405,"PR"
"1170",2313807,"CE"
"1171",3154457,"MG"
"1172",3538907,"SP"
"1173",3511904,"SP"
"1174",2311405,"CE"
"1175",4207007,"SC"
"1176",3104908,"MG"
"1177",5003702,"MS"
"1178",5008008,"MS"
"1179",3201407,"ES"
"1180",3104007,"MG"
"1181",1500206,"PA"
"1182",2102606,"MA"
"1183",4201406,"SC"
"1184",1506104,"PA"
"1185",2608750,"PE"
"1186",3510500,"SP"
"1187",3542909,"SP"
"1188",2209104,"PI"
"1189",3139508,"MG"
"1190",1701002,"TO"
"1191",4313508,"RS"
"1192",3548708,"SP"
"1193",3554805,"SP"
"1194",4203501,"SC"
"1195",3537305,"SP"
"1196",3302270,"RJ"
"1197",3144607,"MG"
"1198",1709005,"TO"
"1199",3510203,"SP"
"1200",4120903,"PR"
"1201",3134202,"MG"
"1202",2504306,"PB"
"1203",1710508,"TO"
"1204",3301850,"RJ"
"1205",2210409,"PI"
"1206",2516805,"PB"
"1207",3113701,"MG"
"1208",1506005,"PA"
"1209",4110805,"PR"
"1210",5217401,"GO"
"1211",5218508,"GO"
"1212",5214408,"GO"
"1213",2607653,"PE"
"1214",3140001,"MG"
"1215",2302800,"CE"
"1216",2409803,"RN"
"1217",3118007,"MG"
"1218",4127809,"PR"
"1219",3126208,"MG"
"1220",4112108,"PR"
"1221",4125704,"PR"
"1222",5107909,"MT"
"1223",5006606,"MS"
"1224",2101707,"MA"
"1225",5204508,"GO"
"1226",2112233,"MA"
"1227",4315107,"RS"
"1228",4305207,"RS"
"1229",5003108,"MS"
"1230",3138906,"MG"
"1231",2505808,"PB"
"1232",1400209,"RR"
"1233",2304202,"CE"
"1234",4105409,"PR"
"1235",2302305,"CE"
"1236",2108306,"MA"
"1237",5003801,"MS"
"1238",4202800,"SC"
"1239",1507300,"PA"
"1240",3127701,"MG"
"1241",2109908,"MA"
"1242",4302808,"RS"
"1243",3300506,"RJ"
"1244",2303204,"CE"
"1245",2100436,"MA"
"1246",4304200,"RS"
"1247",2309409,"CE"
"1248",3201209,"ES"
"1249",2300309,"CE"
"1250",4304705,"RS"
"1251",5007109,"MS"
"1252",3131802,"MG"
"1253",3526209,"SP"
"1254",4306601,"RS"
"1255",1101500,"RO"
"1256",4203600,"SC"
"1257",2303808,"CE"
"1258",4320206,"RS"
"1259",3168606,"MG"
"1260",3543907,"SP"
"1261",3549409,"SP"
"1262",3537909,"SP"
"1263",3202306,"ES"
"1264",3524105,"SP"
"1265",3302908,"RJ"
"1266",4321006,"RS"
"1267",2105005,"MA"
"1268",4309308,"RS"
"1269",1506161,"PA"
"1270",4318002,"RS"
"1271",3119401,"MG"
"1272",3548609,"SP"
"1273",1507979,"PA"
"1274",2301703,"CE"
"1275",3139904,"MG"
"1276",4304663,"RS"
"1277",2205250,"PI"
"1278",2205524,"PI"
"1279",3523909,"SP"
"1280",2601201,"PE"
"1281",3537404,"SP"
"1282",3143401,"MG"
"1283",3168408,"MG"
"1284",1506351,"PA"
"1285",5214507,"GO"
"1286",3537008,"SP"
"1287",3502101,"SP"
"1288",4319604,"RS"
"1289",1507755,"PA"
"1290",2112803,"MA"
"1291",2409704,"RN"
"1292",3541505,"SP"
"1293",2509404,"PB"
"1294",2210607,"PI"
"1295",4311403,"RS"
"1296",2602308,"PE"
"1297",4215802,"SC"
"1298",4118501,"PR"
"1299",3500600,"SP"
"1300",4128500,"PR"
"1301",4203006,"SC"
"1302",3144359,"MG"
"1303",2205805,"PI"
"1304",2807501,"SE"
"1305",5104906,"MT"
"1306",4126256,"PR"
"1307",3109006,"MG"
"1308",3507506,"SP"
"1309",3140704,"MG"
"1310",4307450,"RS"
"1311",4310504,"RS"
"1312",3132305,"MG"
"1313",2601607,"PE"
"1314",3514809,"SP"
"1315",2211357,"PI"
"1316",2313005,"CE"
"1317",4212650,"SC"
"1318",4321402,"RS"
"1319",4127304,"PR"
"1320",3554508,"SP"
"1321",3114550,"MG"
"1322",2308302,"CE"
"1323",2313351,"CE"
"1324",2207603,"PI"
"1325",2202554,"PI"
"1326",2309706,"CE"
"1327",3547601,"SP"
"1328",5107107,"MT"
"1329",2202703,"PI"
"1330",2205706,"PI"
"1331",3149309,"MG"
"1332",3540804,"SP"
"1333",3550001,"SP"
"1334",4219309,"SC"
"1335",2304301,"CE"
"1336",3514403,"SP"
"1337",2506806,"PB"
"1338",1722107,"TO"
"1339",3532603,"SP"
"1340",1506302,"PA"
"1341",2515500,"PB"
"1342",4300406,"RS"
"1343",3138401,"MG"
"1344",3161007,"MG"
"1345",2200400,"PI"
"1346",3146107,"MG"
"1347",2112902,"MA"
"1348",3516408,"SP"
"1349",2602803,"PE"
"1350",3504008,"SP"
"1351",2114007,"MA"
"1352",4115705,"PR"
"1353",3550902,"SP"
"1354",4205902,"SC"
"1355",3530805,"SP"
"1356",5101803,"MT"
"1357",3117504,"MG"
"1358",5218003,"GO"
"1359",1504752,"PA"
"1360",2305803,"CE"
"1361",2313955,"CE"
"1362",3142601,"MG"
"1363",3111200,"MG"
"1364",3151701,"MG"
"1365",4201505,"SC"
"1366",3524006,"SP"
"1367",3153400,"MG"
"1368",2516508,"PB"
"1369",2600807,"PE"
"1370",3124104,"MG"
"1371",2107704,"MA"
"1372",5206206,"GO"
"1373",4200101,"SC"
"1374",2106003,"MA"
"1375",3303203,"RJ"
"1376",2205102,"PI"
"1377",5102637,"MT"
"1378",1508308,"PA"
"1379",5219506,"GO"
"1380",3159605,"MG"
"1381",5205497,"GO"
"1382",2608404,"PE"
"1383",2112407,"MA"
"1384",2110302,"MA"
"1385",4114401,"PR"
"1386",1508357,"PA"
"1387",4320263,"RS"
"1388",3500105,"SP"
"1389",2202133,"PI"
"1390",2207553,"PI"
"1391",2303501,"CE"
"1392",3151206,"MG"
"1393",5100250,"MT"
"1394",2101202,"MA"
"1395",3508801,"SP"
"1396",3130101,"MG"
"1397",3553005,"SP"
"1398",3149200,"MG"
"1399",1501782,"PA"
"1400",3204559,"ES"
"1401",3169307,"MG"
"1402",3300902,"RJ"
"1403",3304003,"RJ"
"1404",2403608,"RN"
"1405",3509403,"SP"
"1406",4304804,"RS"
"1407",4310108,"RS"
"1408",3557204,"SP"
"1409",4318606,"RS"
"1410",4218608,"SC"
"1411",4214003,"SC"
"1412",2108207,"MA"
"1413",4106605,"PR"
"1414",3137809,"MG"
"1415",3115508,"MG"
"1416",2509701,"PB"
"1417",2305407,"CE"
"1418",4301206,"RS"
"1419",5001904,"MS"
"1420",2303659,"CE"
"1421",3553708,"SP"
"1422",3545001,"SP"
"1423",2805505,"SE"
"1424",1506138,"PA"
"1425",1502202,"PA"
"1426",3203403,"ES"
"1427",3133808,"MG"
"1428",2404804,"RN"
"1429",3145307,"MG"
"1430",3137601,"MG"
"1431",4310801,"RS"
"1432",2311900,"CE"
"1433",2403202,"RN"
"1434",2610004,"PE"
"1435",3522208,"SP"
"1436",4115309,"PR"
"1437",3301306,"RJ"
"1438",4307708,"RS"
"1439",4308003,"RS"
"1440",4314027,"RS"
"1441",2205581,"PI"
"1442",3528502,"SP"
"1443",3205069,"ES"
"1444",3514908,"SP"
"1445",2204808,"PI"
"1446",2206506,"PI"
"1447",4300109,"RS"
"1448",2313302,"CE"
"1449",3538105,"SP"
"1450",2305654,"CE"
"1451",3521606,"SP"
"1452",3200607,"ES"
"1453",4114906,"PR"
"1454",1100452,"RO"
"1455",1507706,"PA"
"1456",4128203,"PR"
"1457",5204904,"GO"
"1458",5217609,"GO"
"1459",4117503,"PR"
"1460",2302057,"CE"
"1461",1702554,"TO"
"1462",4128104,"PR"
"1463",2804805,"SE"
"1464",4126801,"PR"
"1465",4320404,"RS"
"1466",4312757,"RS"
"1467",4303103,"RS"
"1468",1507409,"PA"
"1469",2209500,"PI"
"1470",3155801,"MG"
"1471",3112208,"MG"
"1472",2111029,"MA"
"1473",4321907,"RS"
"1474",4306551,"RS"
"1475",2101608,"MA"
"1476",4319000,"RS"
"1477",4305900,"RS"
"1478",1501576,"PA"
"1479",4308508,"RS"
"1480",2304251,"CE"
"1481",2314003,"CE"
"1482",4121703,"PR"
"1483",3107406,"MG"
"1484",5103502,"MT"
"1485",3203908,"ES"
"1486",4216206,"SC"
"1487",4300802,"RS"
"1488",4306809,"RS"
"1489",1100189,"RO"
"1490",2513901,"PB"
"1491",3162807,"MG"
"1492",3154101,"MG"
"1493",4108304,"PR"
"1494",4118402,"PR"
"1495",4204202,"SC"
"1496",3530102,"SP"
"1497",4104600,"PR"
"1498",5203401,"GO"
"1499",3522109,"SP"
"1500",1503093,"PA"
"1501",4315453,"RS"
"1502",3109204,"MG"
"1503",4116703,"PR"
"1504",4304408,"RS"
"1505",3157708,"MG"
"1506",3523503,"SP"
"1507",3508405,"SP"
"1508",3147105,"MG"
"1509",2104677,"MA"
"1510",1504703,"PA"
"1511",5204300,"GO"
"1512",4106209,"PR"
"1513",2609709,"PE"
"1514",3305208,"RJ"
"1515",3136306,"MG"
"1516",2310803,"CE"
"1517",1504802,"PA"
"1518",3156007,"MG"
"1519",2306009,"CE"
"1520",3524808,"SP"
"1521",3555307,"SP"
"1522",5221858,"GO"
"1523",3506102,"SP"
"1524",2211308,"PI"
"1525",4218806,"SC"
"1526",4211058,"SC"
"1527",2206357,"PI"
"1528",4112009,"PR"
"1529",3542206,"SP"
"1530",3162500,"MG"
"1531",3202900,"ES"
"1532",3162955,"MG"
"1533",1717503,"TO"
"1534",2104800,"MA"
"1535",5220405,"GO"
"1536",2205201,"PI"
"1537",4124103,"PR"
"1538",3555000,"SP"
"1539",3171204,"MG"
"1540",5210000,"GO"
"1541",4203808,"SC"
"1542",3130507,"MG"
"1543",2305233,"CE"
"1544",1100106,"RO"
"1545",4318507,"RS"
"1546",2305902,"CE"
"1547",2305605,"CE"
"1548",4309407,"RS"
"1549",3118304,"MG"
"1550",2806206,"SE"
"1551",3516903,"SP"
"1552",4105805,"PR"
"1553",5103353,"MT"
"1554",4212205,"SC"
"1555",4206504,"SC"
"1556",3137700,"MG"
"1557",3203106,"ES"
"1558",1505908,"PA"
"1559",3135209,"MG"
"1560",3148103,"MG"
"1561",3102209,"MG"
"1562",2613701,"PE"
"1563",3204005,"ES"
"1564",3118809,"MG"
"1565",2515302,"PB"
"1566",3112059,"MG"
"1567",3542602,"SP"
"1568",2110104,"MA"
"1569",1502756,"PA"
"1570",3150802,"MG"
"1571",2313104,"CE"
"1572",4110706,"PR"
"1573",3519303,"SP"
"1574",3107109,"MG"
"1575",2610707,"PE"
"1576",4318200,"RS"
"1577",1703891,"TO"
"1578",4104428,"PR"
"1579",5203302,"GO"
"1580",3551702,"SP"
"1581",3168002,"MG"
"1582",5215603,"GO"
"1583",1100155,"RO"
"1584",2807600,"SE"
"1585",4321501,"RS"
"1586",3162005,"MG"
"1587",2616407,"PE"
"1588",2804904,"SE"
"1589",4118204,"PR"
"1590",3304144,"RJ"
"1591",4208302,"SC"
"1592",2303402,"CE"
"1593",4319901,"RS"
"1594",3142700,"MG"
"1595",3171303,"MG"
"1596",2615201,"PE"
"1597",4208104,"SC"
"1598",5002902,"MS"
"1599",4306403,"RS"
"1600",4102505,"PR"
"1601",4306007,"RS"
"1602",1506203,"PA"
"1603",3544004,"SP"
"1604",3156700,"MG"
"1605",4102109,"PR"
"1606",3137007,"MG"
"1607",4309605,"RS"
"1608",3115805,"MG"
"1609",2205276,"PI"
"1610",2102408,"MA"
"1611",4318804,"RS"
"1612",2305506,"CE"
"1613",2605103,"PE"
"1614",4319406,"RS"
"1615",4300505,"RS"
"1616",3507001,"SP"
"1617",3533908,"SP"
"1618",5217708,"GO"
"1619",5203500,"GO"
"1620",2608800,"PE"
"1621",4321451,"RS"
"1622",2605707,"PE"
"1623",1508209,"PA"
"1624",3169604,"MG"
"1625",3132909,"MG"
"1626",4210100,"SC"
"1627",4209409,"SC"
"1628",1500107,"PA"
"1629",2502805,"PB"
"1630",4317202,"RS"
"1631",2516706,"PB"
"1632",3300233,"RJ"
"1633",3531100,"SP"
"1634",4305306,"RS"
"1635",5005707,"MS"
"1636",5108501,"MT"
"1637",5211503,"GO"
"1638",3534906,"SP"
"1639",3305158,"RJ"
"1640",4111258,"PR"
"1641",3111002,"MG"
"1642",3544509,"SP"
"1643",3143104,"MG"
"1644",2104602,"MA"
"1645",3516804,"SP"
"1646",3133303,"MG"
"1647",2406155,"RN"
"1648",2403251,"RN"
"1649",5212808,"GO"
"1650",2103406,"MA"
"1651",2407104,"RN"
"1652",5108402,"MT"
"1653",1721208,"TO"
"1654",2414308,"RN"
"1655",1707009,"TO"
"1656",5200134,"GO"
"1657",4106803,"PR"
"1658",2111508,"MA"
"1659",5106307,"MT"
"1660",2313609,"CE"
"1661",4121802,"PR"
"1662",3511300,"SP"
"1663",3155603,"MG"
"1664",2203701,"PI"
"1665",2501005,"PB"
"1666",3141504,"MG"
"1667",4206306,"SC"
"1668",3549706,"SP"
"1669",4109302,"PR"
"1670",2111763,"MA"
"1671",3538501,"SP"
"1672",1502301,"PA"
"1673",2605202,"PE"
"1674",4116208,"PR"
"1675",5215306,"GO"
"1676",3144706,"MG"
"1677",5006309,"MS"
"1678",2312106,"CE"
"1679",2208601,"PI"
"1680",4315503,"RS"
"1681",3205036,"ES"
"1682",4110607,"PR"
"1683",3516002,"SP"
"1684",3518602,"SP"
"1685",3512407,"SP"
"1686",2105401,"MA"
"1687",3506300,"SP"
"1688",4321204,"RS"
"1689",4314050,"RS"
"1690",5216304,"GO"
"1691",2201919,"PI"
"1692",2210508,"PI"
"1693",4111407,"PR"
"1694",2500106,"PB"
"1695",2512804,"PB"
"1696",3524709,"SP"
"1697",2309508,"CE"
"1698",3160405,"MG"
"1699",5220686,"GO"
"1700",3138203,"MG"
"1701",3551603,"SP"
"1702",4214805,"SC"
"1703",2408201,"RN"
"1704",2310209,"CE"
"1705",3503901,"SP"
"1706",2110658,"MA"
"1707",3165305,"MG"
"1708",4122404,"PR"
"1709",5106224,"MT"
"1710",3509601,"SP"
"1711",4107652,"PR"
"1712",3306206,"RJ"
"1713",3162450,"MG"
"1714",3546801,"SP"
"1715",3501707,"SP"
"1716",2301901,"CE"
"1717",4313656,"RS"
"1718",2104099,"MA"
"1719",3124302,"MG"
"1720",3536505,"SP"
"1721",3500709,"SP"
"1722",5210406,"GO"
"1723",2306405,"CE"
"1724",4217808,"SC"
"1725",3112307,"MG"
"1726",3543600,"SP"
"1727",1400050,"RR"
"1728",4313607,"RS"
"1729",2208809,"PI"
"1730",2112456,"MA"
"1731",4205209,"SC"
"1732",3555406,"SP"
"1733",4218905,"SC"
"1734",2100873,"MA"
"1735",1502707,"PA"
"1736",4314704,"RS"
"1737",2612505,"PE"
"1738",2209609,"PI"
"1739",3103405,"MG"
"1740",4216503,"SC"
"1741",4200200,"SC"
"1742",2609402,"PE"
"1743",1502004,"PA"
"1744",4107207,"PR"
"1745",3140803,"MG"
"1746",3161106,"MG"
"1747",1508084,"PA"
"1748",5220264,"GO"
"1749",5213855,"GO"
"1750",1503077,"PA"
"1751",1505031,"PA"
"1752",3304805,"RJ"
"1753",4102802,"PR"
"1754",3171808,"MG"
"1755",3534302,"SP"
"1756",3146008,"MG"
"1757",3537107,"SP"
"1758",3304755,"RJ"
"1759",4313037,"RS"
"1760",1707553,"TO"
"1761",4113304,"PR"
"1762",3510807,"SP"
"1763",4122305,"PR"
"1764",3508504,"SP"
"1765",2313401,"CE"
"1766",1720978,"TO"
"1767",2601508,"PE"
"1768",2305704,"CE"
"1769",5209101,"GO"
"1770",4215000,"SC"
"1771",5105150,"MT"
"1772",2611507,"PE"
"1773",1701051,"TO"
"1774",1713205,"TO"
"1775",1708205,"TO"
"1776",5221403,"GO"
"1777",3169356,"MG"
"1778",2100907,"MA"
"1779",2506905,"PB"
"1780",2304459,"CE"
"1781",2409100,"RN"
"1782",2616308,"PE"
"1783",3162906,"MG"
"1784",2306108,"CE"
"1785",4309100,"RS"
"1786",4309506,"RS"
"1787",4317707,"RS"
"1788",4307831,"RS"
"1789",2800100,"SE"
"1790",3522505,"SP"
"1791",5107925,"MT"
"1792",2605509,"PE"
"1793",2304707,"CE"
"1794",3545407,"SP"
"1795",3529203,"SP"
"1796",4313201,"RS"
"1797",2806701,"SE"
"1798",2516300,"PB"
"1799",1501709,"PA"
"1800",4311254,"RS"
"1801",4320800,"RS"
"1802",4104907,"PR"
"1803",4318408,"RS"
"1804",3300456,"RJ"
"1805",4115754,"PR"
"1806",3141405,"MG"
"1807",4115101,"PR"
"1808",3165206,"MG"
"1809",4127858,"PR"
"1810",2102036,"MA"
"1811",4318309,"RS"
"1812",2301257,"CE"
"1813",3509007,"SP"
"1814",2600104,"PE"
"1815",2807105,"SE"
"1816",2302404,"CE"
"1817",3531308,"SP"
"1818",5106752,"MT"
"1819",3114105,"MG"
"1820",3543501,"SP"
"1821",4207502,"SC"
"1822",2211209,"PI"
"1823",4107009,"PR"
"1824",2100477,"MA"
"1825",1507458,"PA"
"1826",5101704,"MT"
"1827",1508100,"PA"
"1828",3143500,"MG"
"1829",2414209,"RN"
"1830",2505709,"PB"
"1831",5212105,"GO"
"1832",2313203,"CE"
"1833",3515004,"SP"
"1834",3556503,"SP"
"1835",1503705,"PA"
"1836",3139805,"MG"
"1837",2313500,"CE"
"1838",2103208,"MA"
"1839",4206900,"SC"
"1840",3113602,"MG"
"1841",3171709,"MG"
"1842",2806305,"SE"
"1843",3154002,"MG"
"1844",3552106,"SP"
"1845",2601904,"PE"
"1846",4112702,"PR"
"1847",2513406,"PB"
"1848",3519204,"SP"
"1849",4216008,"SC"
"1850",3150505,"MG"
"1851",2408300,"RN"
"1852",3203304,"ES"
"1853",3519709,"SP"
"1854",5208905,"GO"
"1855",3125101,"MG"
"1856",2205409,"PI"
"1857",2205854,"PI"
"1858",2307403,"CE"
"1859",1100023,"RO"
"1860",2202059,"PI"
"1861",2200202,"PI"
"1862",2201507,"PI"
"1863",3204203,"ES"
"1864",5219001,"GO"
"1865",3512100,"SP"
"1866",2108454,"MA"
"1867",2512903,"PB"
"1868",2109601,"MA"
"1869",3550605,"SP"
"1870",5107800,"MT"
"1871",2510907,"PB"
"1872",3110004,"MG"
"1873",3100906,"MG"
"1874",1501758,"PA"
"1875",2610509,"PE"
"1876",3202108,"ES"
"1877",5204409,"GO"
"1878",2614600,"PE"
"1879",4305405,"RS"
"1880",3200102,"ES"
"1881",2202208,"PI"
"1882",1502905,"PA"
"1883",3548104,"SP"
"1884",2606200,"PE"
"1885",3523206,"SP"
"1886",2607307,"PE"
"1887",2104909,"MA"
"1888",3200904,"ES"
"1889",4100202,"PR"
"1890",3200201,"ES"
"1891",5105259,"MT"
"1892",3541604,"SP"
"1893",3132206,"MG"
"1894",2512101,"PB"
"1895",2302503,"CE"
"1896",4303301,"RS"
"1897",3154309,"MG"
"1898",2306256,"CE"
"1899",5004601,"MS"
"1900",1500404,"PA"
"1901",4108601,"PR"
"1902",4308706,"RS"
"1903",5209937,"GO"
"1904",5211800,"GO"
"1905",3504602,"SP"
"1906",1504604,"PA"
"1907",1100080,"RO"
"1908",5209903,"GO"
"1909",3102001,"MG"
"1910",3139201,"MG"
"1911",3133758,"MG"
"1912",3139003,"MG"
"1913",2207900,"PI"
"1914",2301307,"CE"
"1915",3109402,"MG"
"1916",2306801,"CE"
"1917",3556800,"SP"
"1918",2606101,"PE"
"1919",4118857,"PR"
"1920",3540200,"SP"
"1921",2308708,"CE"
"1922",4320701,"RS"
"1923",3305000,"RJ"
"1924",2605004,"PE"
"1925",5106232,"MT"
"1926",3132503,"MG"
"1927",3167103,"MG"
"1928",3104304,"MG"
"1929",2210631,"PI"
"1930",2206209,"PI"
"1931",3136009,"MG"
"1932",2405702,"RN"
"1933",5003207,"MS"
"1934",1100015,"RO"
"1935",4127957,"PR"
"1936",2112704,"MA"
"1937",2103604,"MA"
"1938",2801009,"SE"
"1939",3550704,"SP"
"1940",2800605,"SE"
"1941",3517802,"SP"
"1942",2100808,"MA"
"1943",2111102,"MA"
"1944",4128609,"PR"
"1945",1702208,"TO"
"1946",3127008,"MG"
"1947",3506359,"SP"
"1948",2501104,"PB"
"1949",3503604,"SP"
"1950",2102804,"MA"
"1951",3113404,"MG"
"1952",2314102,"CE"
"1953",4307609,"RS"
"1954",5102678,"MT"
"1955",3521804,"SP"
"1956",1720903,"TO"
"1957",2110278,"MA"
"1958",3546603,"SP"
"1959",2803708,"SE"
"1960",2102358,"MA"
"1961",2110039,"MA"
"1962",1503507,"PA"
"1963",2310258,"CE"
"1964",1504109,"PA"
"1965",2606408,"PE"
"1966",4116802,"PR"
"1967",1503200,"PA"
"1968",5210901,"GO"
"1969",3302254,"RJ"
"1970",2402600,"RN"
"1971",2106805,"MA"
"1972",2205003,"PI"
"1973",2602506,"PE"
"1974",3520103,"SP"
"1975",1100130,"RO"
"1976",4203956,"SC"
"1977",2411403,"RN"
"1978",1715754,"TO"
"1979",3516309,"SP"
"1980",5003306,"MS"
"1981",2201200,"PI"
"1982",2209708,"PI"
"1983",4123808,"PR"
"1984",2401800,"RN"
"1985",2311108,"CE"
"1986",3133501,"MG"
"1987",2610905,"PE"
"1988",2601805,"PE"
"1989",3513504,"SP"
"1990",5002407,"MS"
"1991",5002803,"MS"
"1992",4321105,"RS"
"1993",2500601,"PB"
"1994",2807204,"SE"
"1995",3205101,"ES"
"1996",5219902,"GO"
"1997",4304689,"RS"
"1998",4204707,"SC"
"1999",3544251,"SP"
"2000",5005681,"MS"
"2001",4100905,"PR"
"2002",2402303,"RN"
"2003",4121505,"PR"
"2004",2207207,"PI"
"2005",2603108,"PE"
"2006",3300258,"RJ"
"2007",2106755,"MA"
"2008",5221601,"GO"
"2009",4312708,"RS"
"2010",4310900,"RS"
"2011",3144201,"MG"
"2012",3556404,"SP"
"2013",3527207,"SP"
"2014",2107605,"MA"
"2015",2310506,"CE"
"2016",2406809,"RN"
"2017",4216800,"SC"
"2018",3155504,"MG"
"2019",4217253,"SC"
"2020",4101606,"PR"
"2021",1501725,"PA"
"2022",4315701,"RS"
"2023",1507508,"PA"
"2024",2615805,"PE"
"2025",3103504,"MG"
"2026",3539103,"SP"
"2027",4106308,"PR"
"2028",3531209,"SP"
"2029",3515509,"SP"
"2030",2800209,"SE"
"2031",3508603,"SP"
"2032",5003256,"MS"
"2033",5005004,"MS"
"2034",2305001,"CE"
"2035",1100148,"RO"
"2036",4117602,"PR"
"2037",2304608,"CE"
"2038",4214706,"SC"
"2039",2805802,"SE"
"2040",4200606,"SC"
"2041",2209757,"PI"
"2042",3146206,"MG"
"2043",2500304,"PB"
"2044",2104503,"MA"
"2045",2603454,"PE"
"2046",5106851,"MT"
"2047",3144300,"MG"
"2048",2604700,"PE"
"2049",3150158,"MG"
"2050",3204708,"ES"
"2051",5007505,"MS"
"2052",4127205,"PR"
"2053",4127502,"PR"
"2054",1702000,"TO"
"2055",4119152,"PR"
"2056",3515186,"SP"
"2057",4108650,"PR"
"2058",3162104,"MG"
"2059",1504307,"PA"
"2060",2112100,"MA"
"2061",2509909,"PB"
"2062",1504000,"PA"
"2063",4124400,"PR"
"2064",5214861,"GO"
"2065",3202256,"ES"
"2066",3203130,"ES"
"2067",3510401,"SP"
"2068",3515103,"SP"
"2069",2103554,"MA"
"2070",2110500,"MA"
"2071",2103752,"MA"
"2072",2106300,"MA"
"2073",3533502,"SP"
"2074",1508126,"PA"
"2075",5200803,"GO"
"2076",2611903,"PE"
"2077",1500503,"PA"
"2078",2101939,"MA"
"2079",4314076,"RS"
"2080",5001003,"MS"
"2081",4322533,"RS"
"2082",3304300,"RJ"
"2083",4313391,"RS"
"2084",2509396,"PB"
"2085",4115002,"PR"
"2086",3114006,"MG"
"2087",5103254,"MT"
"2088",4103057,"PR"
"2089",2411502,"RN"
"2090",2301604,"CE"
"2091",2106102,"MA"
"2092",3140605,"MG"
"2093",2311603,"CE"
"2094",3125606,"MG"
"2095",4105904,"PR"
"2096",5005400,"MS"
"2097",3117306,"MG"
"2098",2205151,"PI"
"2099",2200277,"PI"
"2100",1507607,"PA"
"2101",2105609,"MA"
"2102",4310603,"RS"
"2103",5105101,"MT"
"2104",3134905,"MG"
"2105",5006200,"MS"
"2106",2403103,"RN"
"2107",3152204,"MG"
"2108",1503309,"PA"
"2109",4300034,"RS"
"2110",3115102,"MG"
"2111",3131505,"MG"
"2112",4314605,"RS"
"2113",2611804,"PE"
"2114",2602001,"PE"
"2115",4313904,"RS"
"2116",4102208,"PR"
"2117",5003504,"MS"
"2118",4128401,"PR"
"2119",4119954,"PR"
"2120",4215307,"SC"
"2121",4204400,"SC"
"2122",2309300,"CE"
"2123",2407708,"RN"
"2124",2305209,"CE"
"2125",4123907,"PR"
"2126",2105153,"MA"
"2127",2503209,"PB"
"2128",2516904,"PB"
"2129",2110708,"MA"
"2130",2514206,"PB"
"2131",1503002,"PA"
"2132",2210052,"PI"
"2133",3533403,"SP"
"2134",1503903,"PA"
"2135",2401701,"RN"
"2136",2104404,"MA"
"2137",2608909,"PE"
"2138",2306207,"CE"
"2139",2509008,"PB"
"2140",1506708,"PA"
"2141",2208502,"PI"
"2142",4102752,"PR"
"2143",2104057,"MA"
"2144",3550407,"SP"
"2145",4112504,"PR"
"2146",4321808,"RS"
"2147",4103479,"PR"
"2148",2106904,"MA"
"2149",3115706,"MG"
"2150",4302501,"RS"
"2151",2516003,"PB"
"2152",3305554,"RJ"
"2153",4114609,"PR"
"2154",1505551,"PA"
"2155",3117900,"MG"
"2156",2313708,"CE"
"2157",3117405,"MG"
"2158",2414407,"RN"
"2159",1502939,"PA"
"2160",3511003,"SP"
"2161",2307502,"CE"
"2162",3300159,"RJ"
"2163",1100288,"RO"
"2164",4305801,"RS"
"2165",4117255,"PR"
"2166",1508407,"PA"
"2167",3109808,"MG"
"2168",3113305,"MG"
"2169",3148707,"MG"
"2170",3100203,"MG"
"2171",3106507,"MG"
"2172",4119608,"PR"
"2173",3107901,"MG"
"2174",3501152,"SP"
"2175",5100409,"MT"
"2176",4109757,"PR"
"2177",2608008,"PE"
"2178",2107357,"MA"
"2179",3119203,"MG"
"2180",3122207,"MG"
"2181",3202405,"ES"
"2182",2805406,"SE"
"2183",5210307,"GO"
"2184",3520301,"SP"
"2185",2207959,"PI"
"2186",4213401,"SC"
"2187",2614303,"PE"
"2188",3514106,"SP"
"2189",2606606,"PE"
"2190",2103505,"MA"
"2191",3120904,"MG"
"2192",3169703,"MG"
"2193",3505302,"SP"
"2194",2801306,"SE"
"2195",2101905,"MA"
"2196",4108700,"PR"
"2197",2307007,"CE"
"2198",2308104,"CE"
"2199",2203420,"PI"
"2200",2506608,"PB"
"2201",3508702,"SP"
"2202",2312304,"CE"
"2203",4213609,"SC"
"2204",4207601,"SC"
"2205",3511508,"SP"
"2206",2100303,"MA"
"2207",4125100,"PR"
"2208",4106555,"PR"
"2209",3123205,"MG"
"2210",3500501,"SP"
"2211",3304110,"RJ"
"2212",4317608,"RS"
"2213",2413409,"RN"
"2214",3508108,"SP"
"2215",3108602,"MG"
"2216",2608255,"PE"
"2217",2804300,"SE"
"2218",4204301,"SC"
"2219",3542701,"SP"
