"","Code","Municipality.x","population_tcu.","hot","cold"
"2786","315800","SANTA MARIA DE ITABIRA",10867,0,0
"2787","315810","SANTA MARIA DO SALTO",5203,0,0
"2788","315820","SANTA MARIA DO SUACUI",14607,0,0
"2789","315830","SANTANA DA VARGEM",7047,0,0
"2790","315840","SANTANA DE CATAGUASES",3909,0,0
"2791","315850","SANTANA DE PIRAPAMA",7538,0,0
"2792","315860","SANTANA DO DESERTO",3985,0,0
"2793","315870","SANTANA DO GARAMBEU",2494,0,0
"2794","315880","SANTANA DO JACARE",4847,0,0
"2795","315890","SANTANA DO MANHUACU",8660,0,0
"2796","315895","SANTANA DO PARAISO",36048,0,0
"2797","315910","SANTANA DOS MONTES",3753,0,0
"2798","315920","SANTA RITA DE CALDAS",8900,0,0
"2799","315930","SANTA RITA DE JACUTINGA",4843,0,0
"2800","315935","SANTA RITA DE MINAS",7322,0,0
"2801","315950","SANTA RITA DO ITUETO",5426,0,0
"2802","315960","SANTA RITA DO SAPUCAI",44226,0,0
"2803","315970","SANTA ROSA DA SERRA",3364,0,0
"2804","315980","SANTA VITORIA",19997,0,0
"2805","315990","SANTO ANTONIO DO AMPARO",18697,0,0
"2806","316000","SANTO ANTONIO DO AVENTUREIRO",3602,0,0
"2807","316010","SANTO ANTONIO DO GRAMA",3861,0,0
"2808","316020","SANTO ANTONIO DO ITAMBE",3763,0,0
"2809","316030","SANTO ANTONIO DO JACINTO",11570,0,0
"2810","316040","SANTO ANTONIO DO MONTE",28603,0,0
"2811","316045","SANTO ANTONIO DO RETIRO",7316,0,0
"2812","316050","SANTO ANTONIO DO RIO ABAIXO",1756,0,0
"2813","316060","SANTO HIPOLITO",3044,0,0
"2814","316070","SANTOS DUMONT",46357,1,0
"2815","316080","SAO BENTO ABADE",5411,0,0
"2816","316090","SAO BRAS DO SUACUI",3770,0,0
"2817","316100","SAO DOMINGOS DO PRATA",17296,0,0
"2818","316105","SAO FELIX DE MINAS",3354,0,0
"2819","316110","SAO FRANCISCO",56625,0,0
"2820","316120","SAO FRANCISCO DE PAULA",6512,0,0
"2821","316130","SAO FRANCISCO DE SALES",6309,0,0
"2822","316140","SAO FRANCISCO DO GLORIA",4758,0,0
"2823","316150","SAO GERALDO",12751,0,0
"2824","316160","SAO GERALDO DA PIEDADE",3860,0,0
"2825","316165","SAO GERALDO DO BAIXIO",4104,0,0
"2826","316170","SAO GONCALO DO ABAETE",8527,0,0
"2827","316180","SAO GONCALO DO PARA",12776,0,0
"2828","316190","SAO GONCALO DO RIO ABAIXO",11114,0,0
"2829","316200","SAO GONCALO DO SAPUCAI",25670,0,0
"2830","316210","SAO GOTARDO",36084,0,0
"2831","316220","SAO JOAO BATISTA DO GLORIA",7541,0,0
"2832","316225","SAO JOAO DA LAGOA",4949,0,0
"2833","316230","SAO JOAO DA MATA",2743,0,0
"2834","316240","SAO JOAO DA PONTE",25033,0,0
"2835","316245","SAO JOAO DAS MISSOES",13232,0,0
"2836","316250","SAO JOAO DEL REI",90897,0,0
"2837","316255","SAO JOAO DO MANHUACU",11785,0,0
"2838","316260","SAO JOAO DO ORIENTE",7393,0,0
"2839","316265","SAO JOAO DO PACUI",4476,0,0
"2840","316270","SAO JOAO DO PARAISO",23797,0,0
"2841","316280","SAO JOAO EVANGELISTA",15761,0,0
"2842","316290","SAO JOAO NEPOMUCENO",26530,0,0
"2843","316292","SAO JOAQUIM DE BICAS",32696,0,0
"2844","316294","SAO JOSE DA BARRA",7532,0,0
"2845","316295","SAO JOSE DA LAPA",24490,0,0
"2846","316300","SAO JOSE DA SAFIRA",4291,0,0
"2847","316310","SAO JOSE DA VARGINHA",5151,0,0
"2848","316320","SAO JOSE DO ALEGRE",4222,0,0
"2849","316330","SAO JOSE DO DIVINO",3851,0,0
"2850","316340","SAO JOSE DO GOIABAL",5356,0,0
"2851","316350","SAO JOSE DO JACURI",6409,0,0
"2852","316360","SAO JOSE DO MANTIMENTO",2821,1,0
"2853","316370","SAO LOURENCO",46539,0,0
"2854","316380","SAO MIGUEL DO ANTA",6949,0,0
"2855","316390","SAO PEDRO DA UNIAO",4563,0,0
"2856","316400","SAO PEDRO DOS FERROS",7634,0,0
"2857","316410","SAO PEDRO DO SUACUI",5160,0,0
"2858","316420","SAO ROMAO",12713,0,0
"2859","316430","SAO ROQUE DE MINAS",7100,0,0
"2860","316440","SAO SEBASTIAO DA BELA VISTA",5598,0,0
"2861","316447","SAO SEBASTIAO DO ANTA",6697,0,0
"2862","316450","SAO SEBASTIAO DO MARANHAO",9884,0,0
"2863","316460","SAO SEBASTIAO DO OESTE",6948,0,0
"2864","316470","SAO SEBASTIAO DO PARAISO",71915,0,0
"2865","316500","SAO TIAGO",10979,0,0
"2866","316510","SAO TOMAS DE AQUINO",6980,0,0
"2867","316520","SAO THOME DAS LETRAS",7151,0,0
"2868","316530","SAO VICENTE DE MINAS",7876,0,0
"2869","316540","SAPUCAI-MIRIM",7045,0,0
"2870","316550","SARDOA",6421,0,0
"2871","316553","SARZEDO",34050,0,0
"2872","316555","SETUBINHA",12493,0,0
"2873","316556","SEM-PEIXE",2579,0,0
"2874","316557","SENADOR AMARAL",5365,0,0
"2875","316560","SENADOR CORTES",2001,0,0
"2876","316570","SENADOR FIRMINO",7902,0,0
"2877","316580","SENADOR JOSE BENTO",1422,0,0
"2878","316590","SENADOR MODESTINO GONCALVES",4056,0,0
"2879","316600","SENHORA DE OLIVEIRA",5786,0,0
"2880","316610","SENHORA DO PORTO",3516,0,0
"2881","316620","SENHORA DOS REMEDIOS",10474,0,0
"2882","316630","SERICITA",7340,0,0
"2883","316640","SERITINGA",1857,0,0
"2884","316650","SERRA AZUL DE MINAS",4292,0,0
"2885","316670","SERRA DOS AIMORES",8725,0,0
"2886","316680","SERRA DO SALITRE",11750,0,0
"2887","316690","SERRANIA",7667,0,0
"2888","316695","SERRANOPOLIS DE MINAS",4836,0,0
"2889","316700","SERRANOS",1949,0,0
"2890","316710","SERRO",20915,0,0
"2891","316720","SETE LAGOAS",243950,0,0
"2892","316730","SILVEIRANIA",2267,0,0
"2893","316740","SILVIANOPOLIS",6258,0,0
"2894","316750","SIMAO PEREIRA",2621,0,0
"2895","316760","SIMONESIA",19834,0,0
"2896","316770","SOBRALIA",5476,0,0
"2897","316780","SOLEDADE DE MINAS",6226,0,0
"2898","316800","TAIOBEIRAS",34653,0,0
"2899","316805","TAPARUBA",3093,0,0
"2900","316810","TAPIRA",4890,0,0
"2901","316830","TAQUARACU DE MINAS",4120,0,0
"2902","316840","TARUMIRIM",14280,0,0
"2903","316850","TEIXEIRAS",11680,0,0
"2904","316860","TEOFILO OTONI",141269,0,0
"2905","316870","TIMOTEO",91268,0,0
"2906","316880","TIRADENTES",8160,0,0
"2907","316890","TIROS",6369,0,0
"2908","316900","TOCANTINS",16769,0,0
"2909","316905","TOCOS DO MOJI",4117,0,0
"2910","316910","TOLEDO",6336,0,0
"2911","316920","TOMBOS",7683,0,0
"2912","316930","TRES CORACOES",80561,0,0
"2913","316935","TRES MARIAS",33062,0,0
"2914","316940","TRES PONTAS",57127,0,0
"2915","316950","TUMIRITINGA",6797,0,0
"2916","316960","TUPACIGUARA",25466,0,0
"2917","316970","TURMALINA",20280,0,0
"2918","316980","TURVOLANDIA",5099,0,0
"2919","316990","UBA",117995,0,0
"2920","317000","UBAI",12661,0,0
"2921","317005","UBAPORANGA",12514,0,0
"2922","317010","UBERABA",340277,0,0
"2923","317020","UBERLANDIA",706597,0,0
"2924","317030","UMBURATIBA",2582,0,0
"2925","317040","UNAI",85461,0,0
"2926","317043","UNIAO DE MINAS",4265,0,0
"2927","317047","URUANA DE MINAS",3256,0,0
"2928","317050","URUCANIA",10333,0,0
"2929","317052","URUCUIA",17470,0,0
"2930","317057","VARGEM ALEGRE",6460,0,0
"2931","317065","VARGEM GRANDE DO RIO PARDO",5045,0,0
"2932","317070","VARGINHA",137608,0,0
"2933","317075","VARJAO DE MINAS",7235,0,0
"2934","317080","VARZEA DA PALMA",40101,0,0
"2935","317090","VARZELANDIA",19290,0,0
"2936","317100","VAZANTE",20692,0,0
"2937","317103","VERDELANDIA",9527,0,0
"2938","317107","VEREDINHA",5733,0,0
"2939","317120","VESPASIANO",131849,0,0
"2940","317130","VICOSA",79910,0,0
"2941","317140","VIEIRAS",3570,0,0
"2942","317150","MATHIAS LOBATO",3157,0,0
"2943","317160","VIRGEM DA LAPA",13729,0,0
"2944","317170","VIRGINIA",8652,0,0
"2945","317180","VIRGINOPOLIS",10459,0,0
"2946","317190","VIRGOLANDIA",5303,0,0
"2947","317200","VISCONDE DO RIO BRANCO",43351,0,0
"2948","317210","VOLTA GRANDE",5270,0,0
"2949","MUNICIPIO","IGNORADO - ES",0,0,0
"2950","320010","AFONSO CLAUDIO",30326,0,0
"2951","320013","AGUIA BRANCA",9621,0,0
"2952","320016","AGUA DOCE DO NORTE",10801,0,0
"2953","320020","ALEGRE",29869,0,0
"2954","320030","ALFREDO CHAVES",14670,0,0
"2955","320040","ANCHIETA",30285,0,0
"2956","320050","APIACA",7542,0,0
"2957","320060","ARACRUZ",104942,0,0
"2958","320070","ATILIO VIVACQUA",12270,0,0
"2959","320080","BAIXO GUANDU",31263,0,0
"2960","320090","BARRA DE SAO FRANCISCO",45301,0,0
"2961","320110","BOM JESUS DO NORTE",9988,0,0
"2962","320115","BREJETUBA",12450,0,0
"2963","320120","CACHOEIRO DE ITAPEMIRIM",212172,0,0
"2964","320130","CARIACICA",386495,0,0
"2965","320140","CASTELO",37956,0,0
"2966","320150","COLATINA",124283,0,0
"2967","320160","CONCEICAO DA BARRA",31479,0,0
"2968","320170","CONCEICAO DO CASTELO",12887,0,0
"2969","320180","DIVINO DE SAO LOURENCO",4236,0,0
"2970","320190","DOMINGOS MARTINS",34120,0,0
"2971","320200","DORES DO RIO PRETO",6793,0,0
"2972","320210","ECOPORANGA",22748,0,0
"2973","320220","FUNDAO",22379,0,0
"2974","320225","GOVERNADOR LINDENBERG",13047,0,0
"2975","320230","GUACUI",31372,0,0
"2976","320240","GUARAPARI",128504,0,0
"2977","320245","IBATIBA",26762,0,0
"2978","320250","IBIRACU",12701,0,0
"2979","320255","IBITIRAMA",8830,0,0
"2980","320260","ICONHA",14083,0,0
"2981","320265","IRUPI",13672,0,0
"2982","320270","ITAGUACU",13982,0,0
"2983","320280","ITAPEMIRIM",34957,0,0
"2984","320290","ITARANA",10433,0,1
"2985","320300","IUNA",29417,0,0
"2986","320305","JAGUARE",31589,0,1
"2987","320310","JERONIMO MONTEIRO",12336,0,0
"2988","320313","JOAO NEIVA",16774,0,0
"2989","320316","LARANJA DA TERRA",10919,0,0
"2990","320320","LINHARES",179755,0,0
"2991","320330","MANTENOPOLIS",15653,0,0
"2992","320332","MARATAIZES",39259,0,0
"2993","320334","MARECHAL FLORIANO",17141,1,0
"2994","320335","MARILANDIA",13091,0,0
"2995","320340","MIMOSO DO SUL",26079,0,0
"2996","320350","MONTANHA",18954,0,0
"2997","320360","MUCURICI",5468,0,0
"2998","320370","MUNIZ FREIRE",17176,0,0
"2999","320380","MUQUI",15602,0,0
"3000","320390","NOVA VENECIA",50751,0,0
"3001","320400","PANCAS",23426,0,0
"3002","320405","PEDRO CANARIO",26575,0,0
"3003","320410","PINHEIROS",27601,0,0
"3004","320420","PIUMA",22388,0,0
"3005","320425","PONTO BELO",8016,0,0
"3006","320430","PRESIDENTE KENNEDY",11741,0,0
"3007","320435","RIO BANANAL",19398,0,0
"3008","320440","RIO NOVO DO SUL",11630,0,0
"3009","320450","SANTA LEOPOLDINA",12171,0,0
"3010","320455","SANTA MARIA DE JETIBA",41588,0,0
"3011","320460","SANTA TERESA",23853,0,0
"3012","320465","SAO DOMINGOS DO NORTE",8735,0,0
"3013","320470","SAO GABRIEL DA PALHA",39085,0,0
"3014","320480","SAO JOSE DO CALCADO",10536,0,0
"3015","320490","SAO MATEUS",134629,0,0
"3016","320495","SAO ROQUE DO CANAA",12602,0,0
"3017","320500","SERRA",536765,0,0
"3018","320501","SOORETAMA",31278,0,0
"3019","320503","VARGEM ALTA",21778,0,0
"3020","320506","VENDA NOVA DO IMIGRANTE",26204,0,1
"3021","320510","VIANA",80735,0,0
"3022","320515","VILA PAVAO",9280,0,0
"3023","320517","VILA VALERIO",14065,0,0
"3024","320520","VILA VELHA",508655,0,0
"3025","320530","VITORIA",369534,0,0
"3026","MUNICIPIO","IGNORADO - RJ",0,0,0
"3027","330010","ANGRA DOS REIS",210171,0,0
"3028","330015","APERIBE",12036,0,0
"3029","330020","ARARUAMA",136109,0,0
"3030","330022","AREAL",12763,0,0
"3031","330023","ARMACAO DOS BUZIOS",35060,0,0
"3032","330025","ARRAIAL DO CABO",30827,0,0
"3033","330030","BARRA DO PIRAI",101139,0,0
"3034","330040","BARRA MANSA",185237,0,0
"3035","330045","BELFORD ROXO",515239,0,0
"3036","330050","BOM JARDIM",27779,0,0
"3037","330060","BOM JESUS DO ITABAPOANA",37306,0,0
"3038","330070","CABO FRIO",234077,0,0
"3039","330080","CACHOEIRAS DE MACACU",59652,0,0
"3040","330090","CAMBUCI",15521,0,0
"3041","330093","CARAPEBUS",16859,0,0
"3042","330095","COMENDADOR LEVY GASPARIAN",8590,0,0
"3043","330100","CAMPOS DOS GOYTACAZES",514643,0,0
"3044","330110","CANTAGALO",20163,0,0
"3045","330115","CARDOSO MOREIRA",12818,0,0
"3046","330120","CARMO",19161,0,0
"3047","330130","CASIMIRO DE ABREU",45864,0,0
"3048","330140","CONCEICAO DE MACABU",23561,0,0
"3049","330150","CORDEIRO",22152,0,0
"3050","330160","DUAS BARRAS",11563,0,0
"3051","330170","DUQUE DE CAXIAS",929449,0,0
"3052","330180","ENGENHEIRO PAULO DE FRONTIN",14138,0,0
"3053","330185","GUAPIMIRIM",62225,0,0
"3054","330187","IGUABA GRANDE",29344,0,0
"3055","330190","ITABORAI",244416,0,0
"3056","330200","ITAGUAI",136547,0,0
"3057","330205","ITALVA",15387,0,0
"3058","330210","ITAOCARA",23211,0,0
"3059","330220","ITAPERUNA",104354,0,0
"3060","330225","ITATIAIA",32312,0,0
"3061","330227","JAPERI",106296,0,0
"3062","330230","LAJE DO MURIAE",7298,0,1
"3063","330240","MACAE",266136,0,0
"3064","330245","MACUCO",5646,0,0
"3065","330250","MAGE",247741,0,0
"3066","330260","MANGARATIBA",45941,0,0
"3067","330270","MARICA",167668,0,0
"3068","330280","MENDES",18681,0,0
"3069","330285","MESQUITA",177016,0,0
"3070","330290","MIGUEL PEREIRA",25622,0,0
"3071","330300","MIRACEMA",27134,0,0
"3072","330310","NATIVIDADE",15305,0,0
"3073","330320","NILOPOLIS",162893,0,0
"3074","330330","NITEROI",516981,0,0
"3075","330340","NOVA FRIBURGO",191664,0,0
"3076","330350","NOVA IGUACU",825388,0,0
"3077","330360","PARACAMBI",53093,0,0
"3078","330370","PARAIBA DO SUL",44741,0,0
"3079","330380","PARATY",44175,0,0
"3080","330385","PATY DO ALFERES",27942,0,0
"3081","330390","PETROPOLIS",307144,0,0
"3082","330395","PINHEIRAL",25563,0,0
"3083","330400","PIRAI",29802,0,0
"3084","330410","PORCIUNCULA",19068,0,0
"3085","330411","PORTO REAL",20254,0,0
"3086","330412","QUATIS",14562,0,0
"3087","330414","QUEIMADOS",152311,0,0
"3088","330415","QUISSAMA",25535,0,0
"3089","330420","RESENDE",133244,0,0
"3090","330430","RIO BONITO",60930,0,0
"3091","330440","RIO CLARO",18677,0,0
"3092","330450","RIO DAS FLORES",9401,0,0
"3093","330452","RIO DAS OSTRAS",159529,0,0
"3094","330455","RIO DE JANEIRO",6775561,0,0
"3095","330460","SANTA MARIA MADALENA",10380,0,0
"3096","330470","SANTO ANTONIO DE PADUA",42705,0,0
"3097","330475","SAO FRANCISCO DE ITABAPOANA",42214,0,0
"3098","330480","SAO FIDELIS",38749,0,0
"3099","330490","SAO GONCALO",1098357,0,0
"3100","330500","SAO JOAO DA BARRA",36731,0,0
"3101","330510","SAO JOAO DE MERITI",473385,0,0
"3102","330513","SAO JOSE DE UBA",7240,0,0
"3103","330515","SAO JOSE DO VALE DO RIO PRETO",22032,0,0
"3104","330520","SAO PEDRO DA ALDEIA",107556,0,0
"3105","330530","SAO SEBASTIAO DO ALTO",9416,0,0
"3106","330540","SAPUCAIA",18270,0,0
"3107","330550","SAQUAREMA",91938,0,0
"3108","330555","SEROPEDICA",83841,0,0
"3109","330560","SILVA JARDIM",21775,0,0
"3110","330570","SUMIDOURO",15709,0,0
"3111","330575","TANGUA",34898,0,0
"3112","330580","TERESOPOLIS",185820,0,0
"3113","330590","TRAJANO DE MORAES",10653,0,0
"3114","330600","TRES RIOS",82468,0,0
"3115","330610","VALENCA",77202,0,0
"3116","330615","VARRE-SAI",11208,0,0
"3117","330620","VASSOURAS",37262,0,0
"3118","330630","VOLTA REDONDA",274925,0,0
"3119","MUNICIPIO","IGNORADO - SP",0,0,0
"3120","350010","ADAMANTINA",35153,0,0
"3121","350020","ADOLFO",3545,0,0
"3122","350030","AGUAI",36981,0,0
"3123","350040","AGUAS DA PRATA",8262,0,0
"3124","350050","AGUAS DE LINDOIA",18908,0,0
"3125","350055","AGUAS DE SANTA BARBARA",6142,0,0
"3126","350060","AGUAS DE SAO PEDRO",3588,0,0
"3127","350070","AGUDOS",37582,0,0
"3128","350075","ALAMBARI",6231,0,0
"3129","350080","ALFREDO MARCONDES",4201,0,0
"3130","350090","ALTAIR",4211,0,0
"3131","350100","ALTINOPOLIS",16221,0,0
"3132","350110","ALTO ALEGRE",4078,0,0
"3133","350115","ALUMINIO",18903,0,0
"3134","350120","ALVARES FLORENCE",3616,0,0
"3135","350130","ALVARES MACHADO",25078,0,0
"3136","350140","ALVARO DE CARVALHO",5320,0,0
"3137","350150","ALVINLANDIA",3251,0,0
"3138","350160","AMERICANA",244370,0,0
"3139","350170","AMERICO BRASILIENSE",41545,0,0
"3140","350180","AMERICO DE CAMPOS",5993,0,0
"3141","350190","AMPARO",73145,0,0
"3142","350200","ANALANDIA",5115,0,0
"3143","350210","ANDRADINA",57245,0,0
"3144","350220","ANGATUBA",25724,0,0
"3145","350230","ANHEMBI",6911,0,0
"3146","350240","ANHUMAS",4172,0,0
"3147","350250","APARECIDA",36211,0,0
"3148","350260","APARECIDA D'OESTE",4122,0,0
"3149","350270","APIAI",24081,0,0
"3150","350275","ARACARIGUAMA",23343,0,0
"3151","350280","ARACATUBA",199210,0,0
"3152","350290","ARACOIABA DA SERRA",35389,0,0
"3153","350300","ARAMINA",5689,0,0
"3154","350310","ARANDU",6373,0,0
"3155","350315","ARAPEI",2452,0,0
"3156","350320","ARARAQUARA",240542,0,0
"3157","350330","ARARAS",136739,0,0
"3158","350335","ARCO-IRIS",1755,0,0
"3159","350350","AREIAS",3906,0,0
"3160","350360","AREIOPOLIS",11186,0,0
"3161","350370","ARIRANHA",9851,0,0
"3162","350380","ARTUR NOGUEIRA",56247,0,0
"3163","350390","ARUJA",92453,0,0
"3164","350400","ASSIS",105768,0,0
"3165","350410","ATIBAIA",145378,0,0
"3166","350420","AURIFLAMA",15316,0,0
"3167","350430","AVAI",5467,0,0
"3168","350440","AVANHANDAVA",14063,0,1
"3169","350450","AVARE",91792,0,0
"3170","350460","BADY BASSITT",18013,0,0
"3171","350470","BALBINOS",6127,0,0
"3172","350480","BALSAMO",9209,0,0
"3173","350500","BARAO DE ANTONINA",3525,0,0
"3174","350510","BARBOSA",7532,0,0
"3175","350520","BARIRI",35844,0,0
"3176","350530","BARRA BONITA",36125,0,0
"3177","350535","BARRA DO CHAPEU",5794,0,0
"3178","350540","BARRA DO TURVO",7606,0,0
"3179","350550","BARRETOS",123546,1,0
"3180","350560","BARRINHA",33537,0,0
"3181","350570","BARUERI",279704,0,0
"3182","350580","BASTOS",20952,0,0
"3183","350590","BATATAIS",63438,0,0
"3184","350600","BAURU",381706,0,0
"3185","350610","BEBEDOURO",77612,0,0
"3186","350620","BENTO DE ABREU",3028,0,0
"3187","350630","BERNARDINO DE CAMPOS",11168,0,0
"3188","350635","BERTIOGA",66154,0,0
"3189","350640","BILAC",8197,0,0
"3190","350650","BIRIGUI",126094,0,0
"3191","350660","BIRITIBA-MIRIM",33265,0,0
"3192","350670","BOA ESPERANCA DO SUL",15111,0,0
"3193","350680","BOCAINA",12571,0,0
"3194","350690","BOFETE",12107,0,0
"3195","350700","BOITUVA",63310,0,0
"3196","350710","BOM JESUS DOS PERDOES",26506,0,0
"3197","350715","BOM SUCESSO DE ITARARE",4013,0,0
"3198","350730","BORACEIA",4913,0,0
"3199","350740","BORBOREMA",16278,0,0
"3200","350745","BOREBI",2713,0,0
"3201","350750","BOTUCATU",149718,0,0
"3202","350760","BRAGANCA PAULISTA",172346,1,0
"3203","350770","BRAUNA",5795,0,0
"3204","350780","BRODOWSKI",25605,0,0
"3205","350790","BROTAS",24862,0,0
"3206","350800","BURI",20050,0,0
"3207","350810","BURITAMA",17414,0,0
"3208","350820","BURITIZAL",4547,0,0
"3209","350830","CABRALIA PAULISTA",4222,0,0
"3210","350840","CABREUVA",51130,0,0
"3211","350850","CACAPAVA",95752,0,0
"3212","350860","CACHOEIRA PAULISTA",33827,0,0
"3213","350870","CACONDE",19031,0,0
"3214","350880","CAFELANDIA",17917,0,0
"3215","350890","CAIABU",4195,0,0
"3216","350900","CAIEIRAS",104044,0,0
"3217","350910","CAIUA",6017,0,0
"3218","350920","CAJAMAR",79034,0,0
"3219","350925","CAJATI",28441,0,0
"3220","350930","CAJOBI",10649,0,0
"3221","350940","CAJURU",26613,0,0
"3222","350945","CAMPINA DO MONTE ALEGRE",6088,0,0
"3223","350950","CAMPINAS",1223237,0,0
"3224","350960","CAMPO LIMPO PAULISTA",86407,0,0
"3225","350970","CAMPOS DO JORDAO",52713,0,0
"3226","350980","CAMPOS NOVOS PAULISTA",5028,0,0
"3227","350990","CANANEIA",12542,0,0
"3228","351000","CANDIDO MOTA",31410,0,0
"3229","351010","CANDIDO RODRIGUES",2805,0,0
"3230","351015","CANITAR",5365,1,0
"3231","351020","CAPAO BONITO",47098,0,0
"3232","351030","CAPELA DO ALTO",21257,0,0
"3233","351040","CAPIVARI",56973,0,0
"3234","351050","CARAGUATATUBA",125194,0,0
"3235","351060","CARAPICUIBA",405375,0,0
"3236","351070","CARDOSO",12371,0,0
"3237","351080","CASA BRANCA",30655,0,0
"3238","351090","CASSIA DOS COQUEIROS",2488,0,0
"3239","351100","CASTILHO",21521,0,0
"3240","351110","CATANDUVA",123114,0,0
"3241","351120","CATIGUA",7905,0,0
"3242","351130","CEDRAL",9452,0,0
"3243","351140","CERQUEIRA CESAR",20391,0,0
"3244","351150","CERQUILHO",50631,0,0
"3245","351160","CESARIO LANGE",18595,0,0
"3246","351170","CHARQUEADA",17539,0,0
"3247","351190","CLEMENTINA",8894,0,0
"3248","351200","COLINA",18601,0,0
"3249","351210","COLOMBIA",6223,0,0
"3250","351220","CONCHAL",28491,0,0
"3251","351230","CONCHAS",18138,0,0
"3252","351240","CORDEIROPOLIS",25116,0,0
"3253","351260","CORONEL MACEDO",4591,0,0
"3254","351280","COSMOPOLIS",74662,0,0
"3255","351290","COSMORAMA",7289,0,0
"3256","351300","COTIA",257882,0,0
"3257","351310","CRAVINHOS",35858,0,0
"3258","351320","CRISTAIS PAULISTA",8803,0,0
"3259","351330","CRUZALIA",2021,0,0
"3260","351340","CRUZEIRO",82895,0,0
"3261","351350","CUBATAO",132521,0,0
"3262","351360","CUNHA",21373,0,0
"3263","351370","DESCALVADO",34097,0,0
"3264","351380","DIADEMA",429550,0,0
"3265","351385","DIRCE REIS",1805,0,0
"3266","351390","DIVINOLANDIA",11027,0,0
"3267","351400","DOBRADA",9088,0,0
"3268","351410","DOIS CORREGOS",27704,0,0
"3269","351420","DOLCINOPOLIS",2108,0,0
"3270","351430","DOURADO",8883,0,0
"3271","351440","DRACENA",47287,0,0
"3272","351450","DUARTINA",12421,0,0
"3273","351460","DUMONT",10174,0,0
"3274","351470","ECHAPORA",6026,0,0
"3275","351480","ELDORADO",15592,0,0
"3276","351490","ELIAS FAUSTO",18095,0,0
"3277","351492","ELISIARIO",3742,0,0
"3278","351495","EMBAUBA",2446,0,0
"3279","351500","EMBU DAS ARTES",279264,0,0
"3280","351510","EMBU-GUACU",70402,0,0
"3281","351512","EMILIANOPOLIS",3238,0,0
"3282","351515","ENGENHEIRO COELHO",21712,0,0
"3283","351518","ESPIRITO SANTO DO PINHAL",44607,0,0
"3284","351519","ESPIRITO SANTO DO TURVO",4926,0,0
"3285","351520","ESTRELA D'OESTE",8420,0,0
"3286","351530","ESTRELA DO NORTE",2774,0,0
"3287","351535","EUCLIDES DA CUNHA PAULISTA",9280,0,0
"3288","351540","FARTURA",16102,0,0
"3289","351550","FERNANDOPOLIS",69680,0,0
"3290","351560","FERNANDO PRESTES",5805,0,0
"3291","351565","FERNAO",1739,1,0
"3292","351570","FERRAZ DE VASCONCELOS",198661,0,0
"3293","351580","FLORA RICA",1397,0,0
"3294","351590","FLOREAL",2884,0,0
"3295","351600","FLORIDA PAULISTA",14936,0,0
"3296","351610","FLORINIA",2631,1,0
"3297","351620","FRANCA",358539,1,0
"3298","351630","FRANCISCO MORATO",179372,0,0
"3299","351640","FRANCO DA ROCHA",158438,0,0
"3300","351650","GABRIEL MONTEIRO",2776,0,0
"3301","351660","GALIA",6419,0,0
"3302","351670","GARCA",44429,0,0
"3303","351680","GASTAO VIDIGAL",4911,0,0
"3304","351685","GAVIAO PEIXOTO",4841,0,0
"3305","351690","GENERAL SALGADO",10855,0,0
"3306","351700","GETULINA",11485,0,0
"3307","351710","GLICERIO",4842,0,0
"3308","351720","GUAICARA",12416,0,0
"3309","351730","GUAIMBE",5806,0,0
"3310","351740","GUAIRA",41283,0,0
"3311","351750","GUAPIACU",22087,0,0
"3312","351760","GUAPIARA",16896,0,0
"3313","351770","GUARA",21394,1,0
"3314","351780","GUARACAI",8258,1,0
"3315","351790","GUARACI",11382,0,0
"3316","351800","GUARANI D'OESTE",1996,0,0
"3317","351810","GUARANTA",6685,0,0
"3318","351820","GUARARAPES",33257,0,0
"3319","351830","GUARAREMA",30465,0,0
"3320","351840","GUARATINGUETA",123192,0,0
"3321","351850","GUAREI",19244,0,0
"3322","351860","GUARIBA",40857,0,0
"3323","351870","GUARUJA",324977,0,0
"3324","351880","GUARULHOS",1404694,1,0
"3325","351885","GUATAPARA",7760,0,0
"3326","351890","GUZOLANDIA",5346,0,0
"3327","351900","HERCULANDIA",9649,0,0
"3328","351905","HOLAMBRA",15605,1,0
"3329","351907","HORTOLANDIA",237570,1,0
"3330","351910","IACANGA",12002,0,0
"3331","351920","IACRI",6269,0,0
"3332","351925","IARAS",9786,0,0
"3333","351930","IBATE",35830,0,0
"3334","351940","IBIRA",12639,0,0
"3335","351950","IBIRAREMA",7926,0,0
"3336","351960","IBITINGA",61150,0,0
"3337","351970","IBIUNA",80062,0,0
"3338","351980","ICEM",8363,1,0
"3339","351990","IEPE",8228,0,0
"3340","352000","IGARACU DO TIETE",24821,0,0
"3341","352010","IGARAPAVA",30791,0,0
"3342","352020","IGARATA",9631,0,0
"3343","352030","IGUAPE",31117,0,0
"3344","352040","ILHABELA",36194,0,0
"3345","352042","ILHA COMPRIDA",11552,0,0
"3346","352044","ILHA SOLTEIRA",26886,0,0
"3347","352050","INDAIATUBA",260690,0,0
"3348","352060","INDIANA",4873,1,0
"3349","352070","INDIAPORA",3876,0,0
"3350","352090","IPAUSSU",15165,0,0
"3351","352100","IPERO",38771,0,0
"3352","352110","IPEUNA",7824,0,0
"3353","352115","IPIGUA",5557,0,0
"3354","352120","IPORANGA",4180,0,0
"3355","352130","IPUA",16794,0,0
