"","Code","Municipality.x","population_tcu.","hot","cold"
"1290","250920","MASSARANDUBA",14077,0,0
"1291","250930","MATARACA",8642,0,0
"1292","250933","MATINHAS",4528,0,0
"1293","250937","MATO GROSSO",2944,0,0
"1294","250939","MATUREIA",6690,0,0
"1295","250940","MOGEIRO",13238,0,0
"1296","250960","MONTE HOREBE",4867,0,0
"1297","250970","MONTEIRO",33638,0,0
"1298","250980","MULUNGU",9962,0,0
"1299","250990","NATUBA",10449,0,0
"1300","251000","NAZAREZINHO",7271,0,1
"1301","251010","NOVA FLORESTA",10614,0,0
"1302","251020","NOVA OLINDA",5892,0,0
"1303","251030","NOVA PALMEIRA",5011,0,0
"1304","251040","OLHO D'AGUA",6399,0,0
"1305","251050","OLIVEDOS",3989,0,0
"1306","251060","OURO VELHO",3052,0,0
"1307","251070","PASSAGEM",2453,0,0
"1308","251080","PATOS",108766,0,0
"1309","251090","PAULISTA",12411,0,1
"1310","251110","PEDRA LAVRADA",7954,0,1
"1311","251120","PEDRAS DE FOGO",28607,0,0
"1312","251130","PIANCO",16147,0,0
"1313","251140","PICUI",18737,0,0
"1314","251150","PILAR",12036,0,0
"1315","251160","PILOES",6518,0,0
"1316","251170","PILOEZINHOS",4937,0,0
"1317","251180","PIRPIRITUBA",10590,0,1
"1318","251190","PITIMBU",19478,0,0
"1319","251200","POCINHOS",18848,0,0
"1320","251203","POCO DANTAS",3877,0,0
"1321","251207","POCO DE JOSE DE MOURA",4366,0,0
"1322","251210","POMBAL",32803,0,0
"1323","251230","PRINCESA ISABEL",23749,0,0
"1324","251240","PUXINANA",13801,0,1
"1325","251250","QUEIMADAS",44388,0,0
"1326","251260","QUIXABA",2009,0,0
"1327","251270","REMIGIO",19973,0,0
"1328","251272","PEDRO REGIS",6139,0,1
"1329","251274","RIACHAO",3650,0,0
"1330","251275","RIACHAO DO BACAMARTE",4562,0,0
"1331","251276","RIACHAO DO POCO",4571,0,0
"1332","251280","RIACHO DOS CAVALOS",8555,0,0
"1333","251290","RIO TINTO",24258,0,0
"1334","251300","SALGADINHO",3975,0,0
"1335","251310","SALGADO DE SAO FELIX",12123,0,0
"1336","251315","SANTA CECILIA",6526,0,0
"1337","251320","SANTA CRUZ",6579,0,1
"1338","251340","SANTA LUZIA",15470,0,0
"1339","251350","SANTANA DE MANGUEIRA",5098,0,0
"1340","251360","SANTANA DOS GARROTES",6942,0,1
"1341","251365","JOCA CLAUDINO",2640,0,1
"1342","251370","SANTA RITA",138093,0,0
"1343","251380","SANTA TERESINHA",4550,0,0
"1344","251385","SANTO ANDRE",2496,0,1
"1345","251390","SAO BENTO",34650,0,0
"1346","251392","SAO BENTINHO",4602,0,0
"1347","251396","SAO DOMINGOS",3119,0,1
"1348","251398","SAO FRANCISCO",3377,0,0
"1349","251400","SAO JOAO DO CARIRI",4170,0,0
"1350","251410","SAO JOAO DO TIGRE",4408,0,0
"1351","251420","SAO JOSE DA LAGOA TAPADA",7622,0,0
"1352","251430","SAO JOSE DE CAIANA",6394,0,0
"1353","251440","SAO JOSE DE ESPINHARAS",4631,0,0
"1354","251445","SAO JOSE DOS RAMOS",6037,0,0
"1355","251450","SAO JOSE DE PIRANHAS",20406,0,0
"1356","251460","SAO JOSE DO BONFIM",3619,0,0
"1357","251465","SAO JOSE DO BREJO DO CRUZ",1821,0,1
"1358","251480","SAO JOSE DOS CORDEIROS",3607,0,0
"1359","251490","SAO MAMEDE",7682,0,0
"1360","251500","SAO MIGUEL DE TAIPU",7450,0,0
"1361","251510","SAO SEBASTIAO DE LAGOA DE ROCA",11793,0,1
"1362","251520","SAO SEBASTIAO DO UMBUZEIRO",3534,0,0
"1363","251530","SAPE",52977,0,0
"1364","251550","SERRA BRANCA",13807,0,0
"1365","251560","SERRA DA RAIZ",3114,0,0
"1366","251570","SERRA GRANDE",2921,0,0
"1367","251580","SERRA REDONDA",7001,0,0
"1368","251590","SERRARIA",6037,0,0
"1369","251593","SERTAOZINHO",5152,0,0
"1370","251597","SOBRADO",7845,0,1
"1371","251600","SOLANEA",26051,0,0
"1372","251610","SOLEDADE",15211,0,1
"1373","251620","SOUSA",69997,0,0
"1374","251630","SUME",17096,0,1
"1375","251640","TACIMA",11024,0,0
"1376","251650","TAPEROA",15505,0,1
"1377","251660","TAVARES",14791,0,0
"1378","251670","TEIXEIRA",15333,0,0
"1379","251680","TRIUNFO",9473,0,1
"1380","251690","UIRAUNA",15356,0,0
"1381","251700","UMBUZEIRO",9914,0,1
"1382","251720","VIEIROPOLIS",5395,0,0
"1383","MUNICIPIO","IGNORADO - PE",0,0,0
"1384","260005","ABREU E LIMA",100698,0,1
"1385","260010","AFOGADOS DA INGAZEIRA",37546,0,0
"1386","260020","AFRANIO",19981,0,0
"1387","260030","AGRESTINA",25240,0,0
"1388","260040","AGUA PRETA",37386,0,0
"1389","260050","AGUAS BELAS",43923,0,0
"1390","260060","ALAGOINHA",14798,0,1
"1391","260070","ALIANCA",38408,0,0
"1392","260080","ALTINHO",22996,0,1
"1393","260090","AMARAJI",22910,0,1
"1394","260100","ANGELIM",11301,0,0
"1395","260105","ARACOIABA",20936,0,0
"1396","260110","ARARIPINA",85301,0,0
"1397","260120","ARCOVERDE",75295,0,0
"1398","260140","BARREIROS",42866,0,0
"1399","260150","BELEM DE MARIA",12169,0,0
"1400","260160","BELEM DE SAO FRANCISCO",20730,0,0
"1401","260170","BELO JARDIM",76930,0,0
"1402","260180","BETANIA",12811,0,0
"1403","260190","BEZERROS",60960,0,0
"1404","260200","BODOCO",38605,0,0
"1405","260210","BOM CONSELHO",48975,0,1
"1406","260220","BOM JARDIM",40038,0,0
"1407","260230","BONITO",38101,0,0
"1408","260240","BREJAO",8981,0,0
"1409","260250","BREJINHO",7489,0,0
"1410","260260","BREJO DA MADRE DE DEUS",51696,0,1
"1411","260270","BUENOS AIRES",13224,0,0
"1412","260280","BUIQUE",59448,0,0
"1413","260290","CABO DE SANTO AGOSTINHO",210796,0,1
"1414","260300","CABROBO",34778,0,0
"1415","260310","CACHOEIRINHA",20618,0,0
"1416","260320","CAETES",29065,0,1
"1417","260330","CALCADO",10983,0,0
"1418","260340","CALUMBI",5744,0,0
"1419","260345","CAMARAGIBE",159945,0,1
"1420","260350","CAMOCIM DE SAO FELIX",19032,0,1
"1421","260360","CAMUTANGA",8592,0,0
"1422","260370","CANHOTINHO",24743,0,1
"1423","260380","CAPOEIRAS",20048,0,0
"1424","260390","CARNAIBA",19666,0,1
"1425","260392","CARNAUBEIRA DA PENHA",13117,0,1
"1426","260400","CARPINA",85131,0,0
"1427","260410","CARUARU",369343,0,0
"1428","260415","CASINHAS",14395,0,0
"1429","260420","CATENDE",43778,0,1
"1430","260430","CEDRO",11972,0,0
"1431","260440","CHA DE ALEGRIA",13641,0,0
"1432","260450","CHA GRANDE",21929,0,0
"1433","260460","CONDADO",26755,0,0
"1434","260470","CORRENTES",18327,0,1
"1435","260480","CORTES",12543,0,1
"1436","260490","CUMARU",9494,0,0
"1437","260500","CUPIRA",24237,0,0
"1438","260510","CUSTODIA",37633,0,0
"1439","260515","DORMENTES",19246,0,0
"1440","260520","ESCADA",69701,0,0
"1441","260530","EXU",31709,0,0
"1442","260540","FEIRA NOVA",22360,0,1
"1443","260545","FERNANDO DE NORONHA",3140,0,0
"1444","260550","FERREIROS",12216,0,0
"1445","260560","FLORES",22612,0,0
"1446","260570","FLORESTA",33488,0,0
"1447","260580","FREI MIGUELINHO",15633,0,0
"1448","260590","GAMELEIRA",31578,0,0
"1449","260600","GARANHUNS",141347,0,0
"1450","260610","GLORIA DO GOITA",30847,0,0
"1451","260620","GOIANA",80345,0,1
"1452","260630","GRANITO",7586,0,1
"1453","260640","GRAVATA",85309,0,1
"1454","260650","IATI",19284,0,0
"1455","260660","IBIMIRIM",29585,0,0
"1456","260670","IBIRAJUBA",7773,0,0
"1457","260680","IGARASSU",119690,0,0
"1458","260690","IGUARACY",12265,0,0
"1459","260700","INAJA",24034,0,1
"1460","260710","INGAZEIRA",4537,0,0
"1461","260720","IPOJUCA",99101,0,1
"1462","260730","IPUBI",31515,0,0
"1463","260740","ITACURUBA",5013,0,0
"1464","260750","ITAIBA",26268,0,1
"1465","260760","ILHA DE ITAMARACA",27076,0,0
"1466","260765","ITAMBE",36495,0,0
"1467","260770","ITAPETIM",13492,0,0
"1468","260775","ITAPISSUMA",27144,0,0
"1469","260780","ITAQUITINGA",17056,0,0
"1470","260790","JABOATAO DOS GUARARAPES",711330,0,0
"1471","260795","JAQUEIRA",11632,0,0
"1472","260800","JATAUBA",17305,0,0
"1473","260805","JATOBA",14904,0,0
"1474","260810","JOAO ALFREDO",33570,0,0
"1475","260820","JOAQUIM NABUCO",15999,0,0
"1476","260825","JUCATI",11545,0,0
"1477","260830","JUPI",15007,0,0
"1478","260840","JUREMA",15483,0,0
"1479","260845","LAGOA DO CARRO",18429,0,0
"1480","260850","LAGOA DE ITAENGA",21490,0,0
"1481","260860","LAGOA DO OURO",13300,0,0
"1482","260870","LAGOA DOS GATOS",16345,0,0
"1483","260875","LAGOA GRANDE",26090,0,0
"1484","260880","LAJEDO",40883,0,0
"1485","260890","LIMOEIRO",56149,0,0
"1486","260900","MACAPARANA",25565,0,0
"1487","260910","MACHADOS",16549,0,0
"1488","260915","MANARI",22110,0,0
"1489","260920","MARAIAL",11098,0,0
"1490","260930","MIRANDIBA",15548,0,0
"1491","260940","MORENO",63792,0,0
"1492","260950","NAZARE DA MATA",32673,0,0
"1493","260960","OLINDA",393734,0,0
"1494","260970","OROBO",23985,0,0
"1495","260980","OROCO",15309,0,0
"1496","260990","OURICURI",70466,0,0
"1497","261000","PALMARES",63745,0,0
"1498","261010","PALMEIRINA",7509,0,0
"1499","261020","PANELAS",26438,0,0
"1500","261030","PARANATAMA",11608,0,0
"1501","261040","PARNAMIRIM",22198,0,0
"1502","261050","PASSIRA",28856,0,0
"1503","261060","PAUDALHO",57346,0,0
"1504","261070","PAULISTA",336919,0,0
"1505","261080","PEDRA",22716,0,0
"1506","261090","PESQUEIRA",68067,0,0
"1507","261100","PETROLANDIA",37246,0,0
"1508","261110","PETROLINA",359372,0,0
"1509","261120","POCAO",11308,0,0
"1510","261130","POMBOS",27204,0,0
"1511","261140","PRIMAVERA",15231,0,0
"1512","261150","QUIPAPA",26309,0,0
"1513","261153","QUIXABA",6796,0,0
"1514","261160","RECIFE",1661017,0,0
"1515","261170","RIACHO DAS ALMAS",20744,0,0
"1516","261180","RIBEIRAO",47813,0,0
"1517","261190","RIO FORMOSO",23719,0,0
"1518","261200","SAIRE",9600,0,0
"1519","261210","SALGADINHO",11214,0,0
"1520","261220","SALGUEIRO",61561,0,0
"1521","261230","SALOA",15880,0,0
"1522","261240","SANHARO",27308,0,0
"1523","261245","SANTA CRUZ",15713,0,0
"1524","261247","SANTA CRUZ DA BAIXA VERDE",12708,0,0
"1525","261250","SANTA CRUZ DO CAPIBARIBE",111812,0,0
"1526","261255","SANTA FILOMENA",14645,0,0
"1527","261260","SANTA MARIA DA BOA VISTA",42266,0,0
"1528","261270","SANTA MARIA DO CAMBUCA",14308,0,0
"1529","261280","SANTA TEREZINHA",11914,0,0
"1530","261290","SAO BENEDITO DO SUL",16239,0,0
"1531","261300","SAO BENTO DO UNA",60567,0,0
"1532","261310","SAO CAITANO",37488,0,0
"1533","261320","SAO JOAO",23002,0,0
"1534","261330","SAO JOAQUIM DO MONTE",21439,0,0
"1535","261340","SAO JOSE DA COROA GRANDE",21868,0,0
"1536","261350","SAO JOSE DO BELMONTE",34082,0,0
"1537","261360","SAO JOSE DO EGITO",34210,0,0
"1538","261370","SAO LOURENCO DA MATA",114910,0,0
"1539","261380","SAO VICENTE FERRER",18150,0,0
"1540","261390","SERRA TALHADA",87467,0,0
"1541","261400","SERRITA",19226,0,0
"1542","261410","SERTANIA",36189,0,0
"1543","261420","SIRINHAEM",46845,0,0
"1544","261430","MOREILANDIA",11269,0,0
"1545","261440","SOLIDAO",6034,0,0
"1546","261450","SURUBIM",66192,0,0
"1547","261460","TABIRA",28860,0,0
"1548","261470","TACAIMBO",12843,0,0
"1549","261480","TACARATU",26439,0,0
"1550","261485","TAMANDARE",23852,0,0
"1551","261500","TAQUARITINGA DO NORTE",29472,0,0
"1552","261510","TEREZINHA",7227,0,0
"1553","261520","TERRA NOVA",10314,0,0
"1554","261530","TIMBAUBA",52587,0,0
"1555","261540","TORITAMA",47088,0,0
"1556","261550","TRACUNHAEM",13856,0,0
"1557","261560","TRINDADE",31103,0,0
"1558","261570","TRIUNFO",15232,0,0
"1559","261580","TUPANATINGA",27793,0,0
"1560","261590","TUPARETAMA",8266,0,0
"1561","261600","VENTUROSA",18835,0,0
"1562","261610","VERDEJANTE",9572,0,0
"1563","261618","VERTENTE DO LERIO",7526,0,0
"1564","261620","VERTENTES",21172,0,0
"1565","261630","VICENCIA",32897,0,0
"1566","261640","VITORIA DE SANTO ANTAO",140389,0,0
"1567","261650","XEXEU",14789,0,0
"1568","270010","AGUA BRANCA",20263,0,0
"1569","270020","ANADIA",17507,0,0
"1570","270030","ARAPIRACA",234309,0,0
"1571","270040","ATALAIA",47540,0,0
"1572","270050","BARRA DE SANTO ANTONIO",16201,0,0
"1573","270060","BARRA DE SAO MIGUEL",8434,0,1
"1574","270070","BATALHA",18440,0,0
"1575","270080","BELEM",4226,0,0
"1576","270090","BELO MONTE",6717,0,0
"1577","270100","BOCA DA MATA",27429,0,0
"1578","270110","BRANQUINHA",10426,0,0
"1579","270120","CACIMBINHAS",10920,0,0
"1580","270130","CAJUEIRO",21397,0,0
"1581","270135","CAMPESTRE",6972,0,0
"1582","270140","CAMPO ALEGRE",57997,0,0
"1583","270150","CAMPO GRANDE",9576,0,0
"1584","270160","CANAPI",17715,0,0
"1585","270170","CAPELA",16907,0,0
"1586","270180","CARNEIROS",9568,0,0
"1587","270190","CHA PRETA",7311,0,0
"1588","270200","COITE DO NOIA",10594,0,0
"1589","270210","COLONIA LEOPOLDINA",21935,0,0
"1590","270220","COQUEIRO SECO",5882,0,0
"1591","270230","CORURIPE",57647,0,0
"1592","270235","CRAIBAS",24396,0,0
"1593","270240","DELMIRO GOUVEIA",52501,0,0
"1594","270250","DOIS RIACHOS",11059,0,0
"1595","270255","ESTRELA DE ALAGOAS",18304,0,0
"1596","270260","FEIRA GRANDE",22192,0,0
"1597","270270","FELIZ DESERTO",4803,0,0
"1598","270280","FLEXEIRAS",12823,0,0
"1599","270290","GIRAU DO PONCIANO",41549,0,0
"1600","270300","IBATEGUARA",15637,0,0
"1601","270310","IGACI",25596,0,0
"1602","270320","IGREJA NOVA",24670,0,0
"1603","270330","INHAPI",18398,0,0
"1604","270340","JACARE DOS HOMENS",5185,0,0
"1605","270350","JACUIPE",6992,0,0
"1606","270360","JAPARATINGA",8444,0,0
"1607","270370","JARAMATAIA",5751,0,0
"1608","270375","JEQUIA DA PRAIA",11495,0,0
"1609","270380","JOAQUIM GOMES",24167,0,0
"1610","270390","JUNDIA",4119,0,0
"1611","270400","JUNQUEIRO",24716,0,0
"1612","270410","LAGOA DA CANOA",17692,0,0
"1613","270420","LIMOEIRO DE ANADIA",28904,0,0
"1614","270430","MACEIO",1031597,0,0
"1615","270440","MAJOR ISIDORO",19923,0,0
"1616","270450","MARAGOGI",33351,0,0
"1617","270460","MARAVILHA",8850,0,0
"1618","270470","MARECHAL DEODORO",52848,0,0
"1619","270480","MARIBONDO",13123,0,1
"1620","270490","MAR VERMELHO",3474,0,0
"1621","270500","MATA GRANDE",25200,0,0
"1622","270510","MATRIZ DE CAMARAGIBE",24627,0,0
"1623","270520","MESSIAS",18201,0,0
"1624","270530","MINADOR DO NEGRAO",5315,0,0
"1625","270540","MONTEIROPOLIS",7171,0,0
"1626","270550","MURICI",28428,0,0
"1627","270560","NOVO LINO",12837,0,0
"1628","270570","OLHO D'AGUA DAS FLORES",21690,0,0
"1629","270580","OLHO D'AGUA DO CASADO",9507,0,0
"1630","270590","OLHO D'AGUA GRANDE",5133,0,0
"1631","270600","OLIVENCA",11681,0,0
"1632","270610","OURO BRANCO",11573,0,0
"1633","270620","PALESTINA",5061,0,0
"1634","270630","PALMEIRA DOS INDIOS",73452,0,0
"1635","270640","PAO DE ACUCAR",24307,0,0
"1636","270642","PARICONHA",10546,0,0
"1637","270644","PARIPUEIRA",13484,0,0
"1638","270650","PASSO DE CAMARAGIBE",15270,0,0
"1639","270660","PAULO JACINTO",7556,0,0
"1640","270670","PENEDO",64005,0,0
"1641","270680","PIACABUCU",17868,0,0
"1642","270690","PILAR",35310,0,0
"1643","270710","PIRANHAS",25324,0,0
"1644","270720","POCO DAS TRINCHEIRAS",14447,0,0
"1645","270730","PORTO CALVO",27331,0,0
"1646","270740","PORTO DE PEDRAS",7618,0,0
"1647","270750","PORTO REAL DO COLEGIO",20158,0,0
"1648","270760","QUEBRANGULO",11202,0,0
"1649","270770","RIO LARGO",75662,0,0
"1650","270780","ROTEIRO",6634,0,0
"1651","270790","SANTA LUZIA DO NORTE",7344,0,0
"1652","270800","SANTANA DO IPANEMA",47910,0,0
"1653","270810","SANTANA DO MUNDAU",10637,0,0
"1654","270820","SAO BRAS",6977,0,0
"1655","270830","SAO JOSE DA LAJE",24064,0,0
"1656","270840","SAO JOSE DA TAPERA",32462,0,0
"1657","270850","SAO LUIS DO QUITUNDE",34825,0,0
"1658","270860","SAO MIGUEL DOS CAMPOS",62328,0,0
"1659","270870","SAO MIGUEL DOS MILAGRES",8073,0,0
"1660","270880","SAO SEBASTIAO",34424,0,0
"1661","270890","SATUBA",14042,1,0
"1662","270895","SENADOR RUI PALMEIRA",13893,0,0
"1663","270900","TANQUE D'ARCA",6115,0,0
"1664","270910","TAQUARANA",20162,0,0
"1665","270915","TEOTONIO VILELA",44570,0,0
"1666","270920","TRAIPU",27934,0,0
"1667","270930","UNIAO DOS PALMARES",65963,0,0
"1668","270940","VICOSA",25655,0,0
"1669","280010","AMPARO DE SAO FRANCISCO",2386,0,0
"1670","280020","AQUIDABA",21796,0,0
"1671","280030","ARACAJU",672614,0,0
"1672","280040","ARAUA",9840,0,0
"1673","280050","AREIA BRANCA",18825,0,0
"1674","280060","BARRA DOS COQUEIROS",31439,0,0
"1675","280067","BOQUIM",26980,0,0
"1676","280070","BREJO GRANDE",8396,0,0
"1677","280100","CAMPO DO BRITO",18325,0,0
"1678","280110","CANHOBA",4003,0,0
"1679","280120","CANINDE DE SAO FRANCISCO",30894,0,0
"1680","280130","CAPELA",34808,0,0
"1681","280140","CARIRA",22393,0,0
"1682","280150","CARMOPOLIS",17232,0,0
"1683","280160","CEDRO DE SAO JOAO",5929,0,0
"1684","280170","CRISTINAPOLIS",18181,0,0
"1685","280200","DIVINA PASTORA",5290,0,0
"1686","280210","ESTANCIA",69919,0,0
"1687","280220","FEIRA NOVA",5617,0,0
"1688","280230","FREI PAULO",15688,0,0
"1689","280240","GARARU",11599,0,0
"1690","280250","GENERAL MAYNARD",3421,0,0
"1691","280260","GRACHO CARDOSO",5831,0,0
"1692","280270","ILHA DAS FLORES",8522,0,0
"1693","280280","INDIAROBA",18337,0,0
"1694","280290","ITABAIANA",96839,0,0
"1695","280300","ITABAIANINHA",42399,0,0
"1696","280310","ITABI",4869,0,0
"1697","280320","ITAPORANGA D'AJUDA",35054,0,0
"1698","280330","JAPARATUBA",19067,0,0
"1699","280340","JAPOATA",13422,0,0
"1700","280350","LAGARTO",106015,0,0
"1701","280360","LARANJEIRAS",30327,0,0
"1702","280370","MACAMBIRA",7002,0,0
"1703","280380","MALHADA DOS BOIS",3715,0,0
"1704","280390","MALHADOR",12689,0,0
"1705","280400","MARUIM",17328,0,0
"1706","280410","MOITA BONITA",11361,0,0
"1707","280420","MONTE ALEGRE DE SERGIPE",15315,0,0
"1708","280430","MURIBECA",7653,0,0
"1709","280440","NEOPOLIS",18688,0,0
"1710","280445","NOSSA SENHORA APARECIDA",8822,0,0
"1711","280450","NOSSA SENHORA DA GLORIA",37715,0,0
"1712","280460","NOSSA SENHORA DAS DORES",26957,0,0
"1713","280470","NOSSA SENHORA DE LOURDES",6509,0,0
"1714","280480","NOSSA SENHORA DO SOCORRO",187733,0,0
"1715","280490","PACATUBA",14650,0,0
"1716","280500","PEDRA MOLE",3309,0,0
"1717","280520","PINHAO",6678,0,0
"1718","280530","PIRAMBU",9436,0,0
"1719","280540","POCO REDONDO",35461,0,0
"1720","280550","POCO VERDE",24003,0,0
"1721","280560","PORTO DA FOLHA",28788,0,0
"1722","280570","PROPRIA",29756,0,0
"1723","280580","RIACHAO DO DANTAS",19813,0,0
"1724","280590","RIACHUELO",10354,0,0
"1725","280600","RIBEIROPOLIS",18891,0,0
"1726","280610","ROSARIO DO CATETE",11158,0,0
"1727","280620","SALGADO",20051,0,0
"1728","280630","SANTA LUZIA DO ITANHY",14205,0,0
"1729","280640","SANTANA DO SAO FRANCISCO",7906,0,0
"1730","280650","SANTA ROSA DE LIMA",3933,0,0
"1731","280660","SANTO AMARO DAS BROTAS",12200,0,0
"1732","280670","SAO CRISTOVAO",92090,0,0
"1733","280680","SAO DOMINGOS",11276,0,0
"1734","280690","SAO FRANCISCO",3837,0,0
"1735","280710","SIMAO DIAS",40724,0,0
"1736","280720","SIRIRI",9046,0,0
"1737","280730","TELHA",3271,0,0
"1738","280740","TOBIAS BARRETO",52861,0,0
"1739","280750","TOMAR DO GERU",13534,0,0
"1740","280760","UMBAUBA",25800,0,0
"1741","MUNICIPIO","IGNORADO - BA",0,0,0
"1742","290010","ABAIRA",8681,0,0
"1743","290020","ABARE",20594,0,0
"1744","290030","ACAJUTIBA",15214,0,0
"1745","290035","ADUSTINA",17209,0,0
"1746","290040","AGUA FRIA",17096,0,0
"1747","290050","ERICO CARDOSO",10513,0,0
"1748","290060","AIQUARA",4387,0,0
"1749","290070","ALAGOINHAS",153023,0,0
"1750","290080","ALCOBACA",22509,0,0
"1751","290090","ALMADINA",5273,1,0
"1752","290100","AMARGOSA",37631,0,0
"1753","290110","AMELIA RODRIGUES",24997,0,0
"1754","290115","AMERICA DOURADA",16086,0,0
"1755","290120","ANAGE",21229,0,0
"1756","290130","ANDARAI",13122,0,0
"1757","290135","ANDORINHA",14416,0,0
"1758","290140","ANGICAL",13902,0,0
"1759","290150","ANGUERA",11369,0,0
"1760","290160","ANTAS",19659,0,0
"1761","290170","ANTONIO CARDOSO",11670,0,0
"1762","290180","ANTONIO GONCALVES",11955,0,0
"1763","290190","APORA",17840,0,0
"1764","290195","APUAREMA",7274,0,0
"1765","290200","ARACATU",12960,0,0
"1766","290205","ARACAS",12237,0,0
"1767","290210","ARACI",54903,0,0
"1768","290220","ARAMARI",11519,0,0
"1769","290225","ARATACA",10904,0,0
"1770","290230","ARATUIPE",8848,0,0
"1771","290240","AURELINO LEAL",11079,0,0
"1772","290250","BAIANOPOLIS",13979,0,0
"1773","290260","BAIXA GRANDE",20431,0,0
"1774","290265","BANZAE",13251,0,0
"1775","290270","BARRA",54225,0,0
"1776","290280","BARRA DA ESTIVA",20198,0,0
"1777","290290","BARRA DO CHOCA",30831,0,0
"1778","290300","BARRA DO MENDES",13128,0,0
"1779","290310","BARRA DO ROCHA",5515,0,0
"1780","290320","BARREIRAS",158432,0,0
"1781","290323","BARRO ALTO",15171,0,0
"1782","290327","BARROCAS",16225,0,0
"1783","290330","BARRO PRETO",5312,0,0
"1784","290340","BELMONTE",23540,0,0
"1785","290350","BELO CAMPO",17013,0,0
"1786","290360","BIRITINGA",15989,0,0
"1787","290370","BOA NOVA",12039,0,0
"1788","290380","BOA VISTA DO TUPIM",18491,0,0
"1789","290390","BOM JESUS DA LAPA",70151,0,0
"1790","290395","BOM JESUS DA SERRA",9768,0,0
"1791","290400","BONINAL",14518,0,0
"1792","290405","BONITO",16999,0,0
"1793","290410","BOQUIRA",21486,0,0
"1794","290420","BOTUPORA",10050,0,0
"1795","290430","BREJOES",14155,0,0
"1796","290440","BREJOLANDIA",10675,0,0
"1797","290450","BROTAS DE MACAUBAS",10705,0,0
"1798","290460","BRUMADO",67468,0,0
"1799","290470","BUERAREMA",18269,0,0
"1800","290475","BURITIRAMA",21374,0,0
"1801","290480","CAATIBA",6232,0,0
"1802","290485","CABACEIRAS DO PARAGUACU",19010,0,0
"1803","290490","CACHOEIRA",33659,0,0
"1804","290500","CACULE",23407,0,0
"1805","290510","CAEM",8912,0,0
"1806","290515","CAETANOS",14671,0,0
"1807","290520","CAETITE",51184,0,0
"1808","290530","CAFARNAUM",18585,0,0
"1809","290540","CAIRU",18666,0,0
"1810","290550","CALDEIRAO GRANDE",13452,0,0
"1811","290560","CAMACAN",32023,0,0
"1812","290570","CAMACARI",309208,0,0
"1813","290580","CAMAMU",35444,0,0
"1814","290590","CAMPO ALEGRE DE LOURDES",28839,0,0
"1815","290600","CAMPO FORMOSO",71754,0,0
"1816","290610","CANAPOLIS",9694,0,0
"1817","290620","CANARANA",26468,0,0
"1818","290630","CANAVIEIRAS",30722,0,0
"1819","290640","CANDEAL",8109,0,0
"1820","290650","CANDEIAS",87820,0,0
"1821","290660","CANDIBA",14415,0,0
"1822","290670","CANDIDO SALES",24921,0,0
"1823","290680","CANSANCAO",34929,0,0
"1824","290682","CANUDOS",16832,0,0
"1825","290685","CAPELA DO ALTO ALEGRE",11597,0,0
"1826","290687","CAPIM GROSSO",31055,0,0
"1827","290689","CARAIBAS",8659,0,0
"1828","290690","CARAVELAS",22166,0,0
"1829","290700","CARDEAL DA SILVA",9395,0,0
"1830","290710","CARINHANHA",29118,0,0
"1831","290720","CASA NOVA",73092,0,0
"1832","290730","CASTRO ALVES",26369,0,0
"1833","290740","CATOLANDIA",3619,0,0
"1834","290750","CATU",55222,0,0
"1835","290755","CATURAMA",9303,0,0
"1836","290760","CENTRAL",17293,0,0
"1837","290770","CHORROCHO",11221,1,0
"1838","290780","CICERO DANTAS",32636,0,0
"1839","290790","CIPO",17402,0,0
"1840","290800","COARACI",16128,0,0
"1841","290810","COCOS",18835,1,0
"1842","290820","CONCEICAO DA FEIRA",22933,0,0
"1843","290830","CONCEICAO DO ALMEIDA",17087,0,0
"1844","290840","CONCEICAO DO COITE",67394,0,0
"1845","290850","CONCEICAO DO JACUIPE",33631,0,0
"1846","290860","CONDE",26223,0,0
"1847","290870","CONDEUBA",17113,0,0
"1848","290880","CONTENDAS DO SINCORA",4025,1,0
"1849","290890","CORACAO DE MARIA",22391,0,0
"1850","290900","CORDEIROS",8667,0,0
"1851","290910","CORIBE",14108,0,0
"1852","290920","CORONEL JOAO SA",15549,0,0
"1853","290930","CORRENTINA",32243,0,0
"1854","290940","COTEGIPE",13756,0,0
"1855","290950","CRAVOLANDIA",5352,0,0
"1856","290960","CRISOPOLIS",21219,0,0
"1857","290970","CRISTOPOLIS",13981,1,0
"1858","290980","CRUZ DAS ALMAS",63923,0,0
"1859","290990","CURACA",35065,0,0
"1860","291000","DARIO MEIRA",10347,0,0
"1861","291005","DIAS D'AVILA",83705,0,0
"1862","291020","DOM MACEDO COSTA",4072,0,0
"1863","291030","ELISIO MEDRADO",8129,0,0
"1864","291040","ENCRUZILHADA",15914,0,0
"1865","291050","ENTRE RIOS",42014,0,0
"1866","291060","ESPLANADA",37902,0,0
"1867","291070","EUCLIDES DA CUNHA",61112,0,0
"1868","291072","EUNAPOLIS",115360,0,0
"1869","291075","FATIMA",17801,1,0
"1870","291077","FEIRA DA MATA",5656,0,0
"1871","291080","FEIRA DE SANTANA",624107,0,0
"1872","291085","FILADELFIA",16314,0,0
"1873","291090","FIRMINO ALVES",5641,1,0
"1874","291100","FLORESTA AZUL",10525,0,0
"1875","291110","FORMOSA DO RIO PRETO",26111,0,0
"1876","291120","GANDU",32778,0,0
"1877","291125","GAVIAO",4417,0,0
